Nº Contrato;Apelido Cliente;Nome Cliente;Categoria Cliente;Contato;Fone;Email;Referência;Status;Tipo Contrato;Início Vigência;Fim Vigência;Data Cadastro;Próx. Reajuste;Obs
"2315";"LA VITA COMERCIO VAREJISTA E A";"LA VITA COMERCIO VAREJISTA E ATACADISTA DE PRODUTOS ALIMENTICIOS EIREL";;"financeiro";;"lauraguido@terra.com.br";"Ponto Secullum Offline + Mod Nuvem";"ATIVO";"Ponto Secullum Anual";"08/11/2023";"08/11/2025";"04/11/2024 20:22";"08/11/2025";"Descrição: Contrato de manutenção de sistema de ponto.||Renovação Ponto Secullum Offline + Mod Nuvem + Suporte||* 09/11/2024: Contrato renovado com reajuste no IGP-M saindo de R$ 1.492,68 p/ R$ 1.576,12."
"2760";"09470143000131_PASSION";"PASSION AUTOMOVEIS LTDA";;"financeiro";"2730678008";"contasapagar@grupoprimees.com.brassist.dp@grupoprimees.com.brsupervisao.dp@grupoprimees.com.brnfs@atasistemas.com.br";"Ata - Mensal Ponto Web";"ATIVO";"Ponto Secullum";"07/09/2024";"07/09/2026";"04/11/2024 20:22";"07/09/2026";"Locação Mensal ponto 4+mod nuvem + 1 visita anual  ||LINHA DO TEMPO|22/09/2025 - Reajuste de contrato pelo IGPM 3,033% passando de 155,04 para 160,57.|INCLUSO O VALOR DOS CNPJS DAS PREMIER'S|Foi integrado a esse contrato o valor de R$ 73,00 a partir de 05/2020, relacionado ao Contrato 307 da empresa 09192744000120 — PREMIER AUTOMOVEIS LTDA.||CNPJ cancelados Primier|09.192.744/0001-20|09.192.744/0002-00||feito acerto no valor 05/06/2020"
"2759";"09470143000212 PASSIONAUT";"PASSION AUTOMOVEIS LTDA.";;"Financeiro";"2730678008";"analista01.dp@grupoprimees.com.brnfs@atasistemas.com.br";"Ata - Mensal Ponto Web";"ATIVO";"Ponto Secullum";"07/09/2024";"07/09/2026";"04/11/2024 20:22";"07/09/2026";"Mensal ponto 4 + mod. nuvem + suporte e 1 visita anual|21/03/2022: Cliente migrou do Ponto Offline para o Ponto Web, seguindo as demais empresas do grupo.|O valor passou de R$ 90,82 para o valor de R$ 159,00.||LINHA DO TEMPO|22/09/2025 Reajuste de contrato pelo IGPM 3,033% Passando de 178,27 para 183,68.||Foi integrado a esse contrato o valor de R$ 77,68 a partir de 05/2020, relacionado ao Contrato 307 da empresa 09192744000200 — PREMIER AUTOMOVEIS LTDA – FILIAL."
"2335";"11628095000109_PRIMEGUARAPARI";"PRIME GUARAPARI VEICULOS LTDA";;"27 3203-5003";"27 33274000";"analista01.dp@grupoprimees.com.brsupervisao.dp@grupoprimees.com.brrh.vitoria@primehyundai.com.brpagar.prime@primehyundai.com.brnfs@atasistemas.com.br";"Ata - Mensal Ponto Offline COM Nuvem";"ATIVO";"Ponto Secullum";"15/12/2023";"15/12/2026";"05/11/2024 13:01";"15/12/2026";"Locação mensal ponto 4 + mod web nuvem + suporte remoto||LINHA DO TEMPO|05/12/2025- REAJUSTE DE CONTRATO IGPM  (-0,1020%) PERMANECERA O VALOR R$ 157,36|01/12/2024 - REAJUSTE PELO IGPM 6,32%|"
"2473";"25525789000125 ZAMPERLINI";"ZAMPERLINI SERVICOS LTDA";;"financeiro";;"financeiro@zamperliniltda.comnfs@atasistemas.com.br";"Valor Parcela Anual: 1x de R$ 1.174,67 I Ata - Anual Ponto Offline sem Nuvem";"CANCELADO";"Ponto Secullum Anual";"01/03/2024";"01/03/2026";"05/11/2024 13:01";"01/03/2026";"Descrição: Contrato de manutenção de sistema de ponto.|- Locação Anual do Ponto Secullum Offline sem Módulo Web Nuvem.|- Serviço técnico de apoio e suporte remoto||LINHA DO TEMPO:|01/03/2025: Reajuste anual no IGP-M, com acréscimo de R$ 74,27. Passando de 1x R$ 1.100,40 para 1x R$ 1.174,67.||MIGROU PARA MENSAL - 398 I ACTIVE."
"2489";"SOFTH - SERVICOS MEDICO-HOSPIT";"SOFTH - SERVICOS MEDICO-HOSPITALARES EM OFTALMOLOGIA LTDA.";;"financeiro";;"oftalmogerencia@evangelicovv.com.br";"Ata - Mensal Ponto Offline sem Nuvem";"CANCELADO";"Ponto Secullum";"06/03/2024";"06/03/2025";"04/11/2024 20:22";"06/03/2025";"Descrição: Contrato de manutenção de sistema de ponto.|- Licença mensal do Ponto Secullum 4 sem Módulo Web Nuvem|- Serviço técnico de apoio e suporte remoto.||****Cancelamento de contrato após faturamento de 05/02 – aviso prévio de 30 dias.***"
"2751";"39374145000198 UNICOPY SISTEMA";"UNICOPY SISTEMAS REPROGRAFICOS E VISUAIS LTDA";;"Financeiro";"27 99974 5844";"administracao@unicopy.com.brnfs@atasistemas.com.br";"Ata - Mensal Ponto Web";"BLOQUEADO";"Ponto Secullum";"09/09/2024";"09/09/2026";"05/11/2024 13:01";"09/09/2026";"Renovação novo plano Locação mensal ponto 4 + Mod Web + Suporte remoto."
"2280";"LOURIVAL BERGER F";"LOURIVAL BERGER";;"financeiro";;" josias@nutrisamal.com.br financeiro@nutrisamal.com.br nutrisamal@hotmail.commonica@nutrisamal.com.br";"Ata - Mensal Ponto Web";"ATIVO";"Ponto Secullum";"06/10/2023";"06/10/2024";"04/11/2024 20:22";"06/10/2024";"Locação Ponto 4 + Mod Nuvem + Serviço de suporte Remoto.  Pacote negociado com 4 CNPJ/MEI."
"2442";"27578434000120-UNIMED";"UNIMED VITORIA COOPERATIVA DE TRABALHO MEDICO";;"finaneiro";"(27) 3335-5000";"notasgetec@unimedvx.com.brluciano.silva@unimedvx.com.brnfs@atasistemas.com.br";"Valor R$ 9.224,88 Mensal I Suporte e Manutenção - On Site";"ATIVO";"Acesso Manutenção + GE";"22/02/2024";"22/02/2027";"05/11/2024 13:01";"22/02/2027";"Descrição:  Contrato de prestação de serviços de manutenção ao sistema de controle de acesso.||18/09/2024 - Inclusão de +9 controladoras considerando o acréscimo de R$ 1.035,00 ao serviço de suporte e manutenção preventiva e corretiva e acréscimo de R$ 81,00 a garantia estendida. A partir de então, os valores serão de R$ 6.366,25 para serviço de suporte e manutenção preventiva e corretiva e de 520,90 para a garantia estendida.|+1 Equipamento: CEUV (Centro de Especialidades) | +8 Equipamento: Nova Unidade Oncologia.||29/02/2024 - Inclusão de +2 controladoras considerando o acréscimo de R$ 345,00 ao serviço de suporte e manutenção preventiva e corretiva e acréscimo de R$ 27,00 a garantia estendida.|A partir de então, os valores serão de R$ 5.331,25 para serviço de suporte e manutenção preventiva e corretiva e de 439,90 para a garantia estendida.|+1 Equipamento: Porta dos fundos da UTI GERAL | +1 Equipamento: Porta de entrada da UCO.||3º Aditivo altera:|Item 2.1  -  01 Software BMA Acesso Hospital + 06 Catracas Topdata Revolution Bio Prox Urna + 03 Torniquetes Bruson placas Topdata + 19 Controladoras de Acesso Topdata Bio Prox.|Item 3.1  -  Valor passa de R$ 3.139,50 para o valor mensal de R$ 3.929,50.||- 12/02/2025 Contrato renovado sem reajuste seguir faturamento com parcela atual de R$ 6887,15||- 12/05/2025: 9º Aditivo (não foi feito aditivo, apenas atualizado NF): Adicional de 01 IDface. Objeto atualizado:|a) 01 (um) Software de Controle e Acesso BMA Acesso Hospital|b) 06 (seis) Catracas Revolution Bio Prox Urna marca TOPDATA|c) 03 (três) Torniquetes Bruson com placas controladoras TOPDATA|d) 31 (trinta e uma) Controladoras de Acesso Bio Prox Topdata e|e) 11 (onze) Controladoras de Acesso Control Id Idface com Leitor Facial 3k.|> Valor passou de R$ 6887,15 para R$ 7.011,15 referente a:|I. R$ 6.481,25 – Serviço de suporte e manutenção preventiva e corretiva (06 catracas + 42 controladoras + 03 torniquetes + software)|II. R$ 529,90 - Garantia estendida completa aos componentes eletrônicos e mecânicos dos equipamentos e controle de acesso.||- 08/07/2025: Adicional de 9 controladoras no software + manutenção preventiva + garantia estendida. Objeto atualizado e novo valor de R$ 7.879,15:|I. R$ 7.286,25 (sete mil, duzentos e oitenta e seis reais e vinte e cinco centavos) – Serviço de suporte e manutenção preventiva e corretiva (06 catracas + 49 controladoras + 03 torniquetes + software)|II. R$ 592,90 (quinhentos e vinte e nove reais e noventa centavos) - Garantia estendida completa aos componentes eletrônicos e mecânicos dos equipamentos e controle de acesso.||* 25/07/2025: Adicional de 01 controladora (ControliD iDFace Max) no Software + manutenção preventiva + garantia estendida. Acréscimo de R$ 124,00, passando de 7.879,15 para R$ 8.003,15.|* 20/11/2025: Adicional de 02 controladoras (ControliD iDFace Max) e 01 cancela Came no Software + manutenção preventiva + garantia estendida. Acréscimo de R$ 398,00, passando de R$ 8.003,15 para R$ 8.401,15.||I. R$ 7.401,25 (sete mil, quatrocentos e um reais e vinte e cinco centavos) – Serviço de suporte e manutenção preventiva e corretiva (06 catracas + 50 controladoras + 03 torniquetes + software)|II. R$ 601,90 (seiscentos e um reais e noventa centavos) - Garantia estendida completa aos componentes eletrônicos e mecânicos dos equipamentos e controle de acesso.||- 24/10/2025: Adicional de Manutenção Corretiva e preventiva Controladoras e Manutenção Corretiva e preventiva Cancela, acréscimo de R$ 398,00, passando de R$ 8.003,15 para R$ 8.401,15.|Descrição atualizada da NF:|Item Descrição do Serviço Unidades Valor unitário Valor total|Software de Controle e Acesso BMA Acesso Hospital Software 01 R$ 4.800,00 R$ 4.800,00|Catracas Revolution Bio Prox Urna marca TOPDATA manutenção + garantia estendida 06 R$ 90,00 R$ 540,00|Torniquetes Bruson com placas controladoras TOPDATA manutenção + garantia estendida 03 R$ 170,00 R$ 510,00|Controladoras de Acesso Bio Prox Topdata manutenção + garantia estendida 31 R$ 49,00 R$ 1.519,00|Controladoras de Acesso Control Id Idface com Leitor Facial 3k manutenção + garantia estendida 19 R$ 49,00 R$ 931,00|Controladoras de Acesso Control Id Idface com Leitor Facial iDFace Max 125 KHz manutenção + garantia estendida 2 R$ 49,00 R$ 98,00|Cancela Came GT4 4m com coroa e haste luminosa manutenção + garantia estendida 01 R$ 150,00 R$150,00||Valor total: R$ 8.548,00|Desconto: R$ 146,85|Valor final: R$ 8.401,15"
"2379";"28418903000106_QUATRO ESTACOES";"QUATRO ESTACOES HOTEIS E TURISMO LTDA";;"financeiro";"27 3361 3344";"profeliane@uol.com.brhotelquatroestacoes@hotelquatroestacoes.com.br";"Ata - Anual Ponto Offline sem Nuvem";"ATIVO";"Ponto Secullum Anual";"10/12/2023";"10/12/2026";"05/11/2024 13:01";"10/12/2026";"Descrição: Contrato de manutenção de sistema de ponto.|- Licença Mensal do Ponto Secullum Offline sem Módulo Web Nuvem.|- Serviço técnico de apoio e suporte remoto.|LINHA DO TEMPO|02/12/2025- Reajuste de contrato, Faturar 4x de R$ 297,73, com primeiro vencimento para 10/01/2026.|* 10/12/2024 - renovação automática: passando de R$ 1.117,56 para R$ 1.180,03. Faturado pelo Sige 4x 1080,70 em 12-2024"
"2808";"33104423000100_LUSO BRASILEIRA";"LUSO BRASILEIRA SERVICOS LTDA";;"27 3025 4560";"27 3025 4560";"mdutra@lusobras.com.brfinanceiro@lusobras.com.brrpedrosa@lusobras.com.bradm.vitoria@lusobras.com.brnfs@atasistemas.com.br";"Ata - Mensal Ponto Offline sem Nuvem";"CANCELADO";"Ponto Secullum";"21/10/2024";"21/10/2025";"04/11/2024 20:22";"21/10/2025";"Renovado locação mensal ponto 4 sem mod. nuvem + Suporte Remoto sem visitas  em 15/10/2018. Reajustado 5%||LINHA DO TEMPO|23/07/2025 - - Interromper faturamento, mas ainda serão devidas as seguintes parcelas:|Parcela 1: R$ 198,55 (vencimento no dia 05/08/2025) :: referente ao período de 21/06/2025 a 20/07/2025.|Parcela 2: R$ 172,93 (vencimento no dia 05/09/2025) :: referente ao período proporcional de 21/07/2025 a 16/08/2025.|||última alteração: 10/01/2018 alteração contratual, diminuição do valor para R$ 150,00 (cliente reduziu qtde relógios ativos)|atendimento/suporte a instalação do relógio de ponto no RJ é possível via atendimento remoto.||"
"2372";"34172590000151_FOOD SERVICE";"FOOD SERVICE LTDA";;"financeiro";"27 3343-2707";"benakio123@gmail.combigamericanburger@gmail.comnfs@atasistemas.com.br";"Ata - Mensal Ponto Web";"ATIVO";"Ponto Secullum";"15/12/2023";"14/12/2026";"04/11/2024 20:22";"15/12/2026";"Descrição: Contrato de manutenção de sistema de ponto.||LINHA DO TEMPO|05/12/2025- REAJUSTE DE CONTRATO IGPM ( -0,1020%) PERMANECERÁ O VALOR R$ 307,15|02/08/2023 - Downgrade -20 funcionários ativos, passando de 40 para 20 funcionários ativos. Upgrade de versão do Software Ponto Secullum Web, passando do PRO para o ULTIMATE  até 20 funcionários ativos.  Locação do Coletor iDFace Prox ASK Facial (3mil faces) + Proximidade 125 kHz ASK. Cliente pagará mais R$ 90,00, passando de 198,88 para 288,88 mensal.||23/04/2021 - Adicionado +10 funcionários ativos, totalizando em 40 funcionários. Cliente pagará mais R$ 50,00, totalizando em R$ 199,00.||Efetuado a migração do Ponto Secullum 4 para a versão Ponto Secullum Web.|- Licença Mensal do Ponto Secullum Web (Até 30 funcionários ativos)|- Serviço técnico de apoio e suporte remoto.||CNPJs do banco de dados:|34.172.590/0001-51|36.689.993/0001-06"
"1945";"40875704000122_SEACREST";"SEACREST PETROLEO SPE NORTE CAPIXABA LTDA.";;"financeiro";;"dt@seacrestpetroleo.com.br";"Ata - Mensal Ponto Web";"ATIVO";"Ponto Secullum";"15/02/2023";"14/07/2027";"04/11/2024 20:22";"14/07/2027";"Descrição: |CONTRATO MINOR DE SERVIÇO Nº SCM 81|Serviço de Gestão da Licença do Software Ponto Secullum Web.|+ Reajuste deverá ser feito em 22/08/2025||*03/02/2026 - Upgrade de +20 funcionários ativos, passando de 440 para 460 funcionários ativos no Ponto Secullum Web Ultimate. Adicional de R$ 132,00, passando de R$ 3.006,00 para R$ 3.138,00/mês.|* 25/09/2025 - Upgrade de +120 funcionários ativos, passando de 320 para 440 funcionários ativos no Ponto Secullum Web Ultimate. Adicional de R$ 792,00, passando de R$ 2.214,00 para R$ 3.006/mês.|* 04/09/2025 - Reajuste realizado passando de 2112,00 para 2214,00 **próximo em 14/07/2027**|* 27/09/2023 - Upgrade de +120 funcionários ativos, passando de 200 para 320 funcionários ativos no Ponto Secullum Web Ultimate. Adicional de R$ 792,00, passando de R$ 1.320,00 para R$ 2.112/mês.||- Licença do Ponto Secullum Web versão Ultimate ( 200 Funcionários ativos )||RELÓGIO DE PONTO (Aquisições autorizadas em contrato)|(a) Por unidade de Relógio de Ponto será devido o valor de R$ 3.090,00 (três mil e noventa reais) |(b) Por unidade de Bobina Térmica para relógio de ponto será devido o valor de R$ 36,00 (Trinta e seis Reais)|(c) Pelos Serviços de implantação (configuração, instalação, parametrização e treinamento completo relacionado ao software) será devido em única parcela e uma única vez o valor total de R$ 500,00 (quinhentos reais).||SOFTWARE PONTO WEB (Aditivos liberados em contrato)|(d) R$ 66,00 (sessenta e seis reais) - Adicional inclusão de 10 (dez) funcionários."
"2006";"40875704000122_SEACREST";"SEACREST PETROLEO SPE NORTE CAPIXABA LTDA.";;"financeiro";;"dt@seacrestpetroleo.com";"Locação Mensal Equipamento com Suporte - On Site";"ATIVO";"Acesso Locação Equipamento";"31/01/2023";"31/01/2027";"04/11/2024 20:22";"31/01/2027";"Descrição: Locação de equipamentos com serviço técnico e especializado para apoio e suporte total.||LINHA DO TEMPO|22-08-2024:  foram alterados os vencimentos das notas emitidas , pois estava a mesma data de emissão e data de vencimento , alteramos os vencimentos para 30 dias .|exemplo : notas emitidas 05/07/2024 terão vencimento 05-08-2024.|07/06/2024 - Aditivo contratual ao SCM 155.3 considerando mais 6 (seis) Inner Acesso com o acréscimo de R$ 1.140,00, passando de R$ 5.920,00 para o valor mensal de R$ 7.060,00.|09/01/2024 - Aditivo contratual com a ampliação do Objeto da Locação do Contrato, extensão do Prazo de Locação por mais 36 (trinta e seis) meses, com término em Janeiro/2027.||R$ 5.920,00  |  08 (oito) Catracas Topdata Revolution 4 ( QR Code + Smart 13,56 mHz + Urna coletora + Dispositivo de segurança articulado ) Licença Adicional do Secullum Acesso Web ( +08 Equipamentos )|+ Serviço técnico de apoio e suporte remoto e local com manutenção preventiva trimestral.|+ Disponibilidade técnica para manutenção corretiva limitado a 1 visita mensal. Visitas adicionais será cobrado R$ 1.300,00 conforme Item 2.2.||* O valor do contrato sofrerá reajuste anual considerando o IGPM.|** O valor dos adicionais de acréscimo de pessoas já estão definidos em contrato.|---------||1. [ 3 und ] - Faz. Alegre|2. [ 2 und ] - Faz. São Rafael|3. [ 1 und ] - Faz. Santa Luzia|4. [ 2 und ] - Base 61"
"2509";"05940468000180 - UNILOGISTICA";"ASSOCIACAO DOS LOCATARIOS DA UNILOGISTICA BUSINESS PARK";;"Cliente";;"valtair@unilogistica.com.brfinanceiro@unilogistica.com.br";"Contrato Mensal Suporte e Manutenção - On Site";"CANCELADO";"Acesso Manutenção";"20/03/2024";"20/03/2025";"05/11/2024 13:01";"20/03/2025";"Descrição: Manutenção preventiva e manutenção corretiva aos sistema de controle de acesso.|Preventiva TRIMESTRAL + Manutenção corretiva por demanda.|RENOVAR NO IPCA||a. 02 (duas) | Catraca Control ID iDBlock 2 Facial com 10.000 Faces (Recepção)|b. 01 (uma) | Catraca Co"
"2600";"27496819000300 - UNESC SERRA";"UNIAO DE EDUCACAO E CULTURA GILDASIO AMADO";;"Financeiro";;"wfranca@unesc.brrfranca@unesc.brmafavoretti@unesc.brmateriaisepatrimonio@unesc.br";"Contrato Mensal Suporte e Manutenção - On Site";"CANCELADO";"Acesso Manutenção";"02/05/2024";"02/05/2025";"05/11/2024 13:01";"02/05/2025";"CONTRATO DE SUPORTE E MANUTENÇÃO:|- Com uma visita preventiva mensal obrigatória sem custos.|- Demais visitas em Jacaraípe não terão custos adicionais.||Objeto: suporte e manutenção|11 catracas (9 Jacaraípe + 2 Colatina)|01 software de acesso"
"2469";"09403367000988_UNILOG";"UNILOG EXPRESS LOGISTICA S/A";"UNILOG";"(27) 3434-2350";"99778-7341";"compras@unilogexpress.com.brnfs@atasistemas.com.br";"Ata - Locação Mensal Acesso com Suporte Remoto";"CANCELADO";"Acesso Locação SW + Manutenção";"18/02/2024";"18/02/2026";"05/11/2024 14:26";"18/02/2026";"Descrição: Contrato de manutenção ao sistema de controle de acesso.|- Licença Mensal do Software Secullum Acesso.Net ( Até 400 pessoas / 05 Equipamentos )|- Serviço técnico de apoio e suporte remoto ao software.|01 Torniquete + 02 Inner Acesso 2 Bio Prox||14/11/2025- 14/11/2025 CANCELAMENTO DE CONTRATO|05/03/2025 - Renovado contrato pelo IGPM 8,44% PASSANDO DE 317,39 PARA 344,19."
"2383";"34324305749_LOURIVAL";"LOURIVAL BERGER";;"financeiro";;"josias@nutrisamal.com.brfinanceiro@nutrisamal.com.brnutrisamal@hotmail.commonica@nutrisamal.com.brnfs@atasistemas.com.br";"R$ 70,18 / Ata - Mensal Ponto Web";"ATIVO";"Ponto Secullum";"15/10/2023";"15/10/2026";"04/11/2024 20:22";"15/10/2026";"Locação Ponto 4 + Mod Nuvem + Serviço de suporte Remoto.  Pacote negociado com 4 CNPJ/MEI.||Descrição: Serviço de manutenção ao software de ponto.|* 13/12/2023 - Esse contrato está vinculado ao banco de dados do CNPJ 22619622000135 - INDUSTRIA DE RAÇÕES SANTA MARIA EIRELI. Estão integrados no BD do Ponto Web os CNPJ |086.010.557-10 - CARLOS MAG||LINHA DO TEMPO|22/10/2025 - Reajuste de contrato pelo IGPM 2,82% Passando de 70,18 para 72,16.||06/06/2025 -  Contrato 2264 ATA, acrescentando R$ 100,00 nas próximas parcelas considerando o rateio entre os CNPJs (R$ 16,67 para cada).|086.010.557-10 - CARLOS MAGNUS CALIMAN BERGER | CONTRATO 2282 | R$ 160,33 para R$ 177,00|343.243.057-49 - LOURIVAL BERGER | CONTRATO 2383 | R$ 53,51 para R$ 70,18|122.690.487-41 - HUANNA K. BERGER BERGER | CONTRATO 2281 | R$ 53,51 para R$ 70,18|22.619.622/0001-35 - INDUSTRIA DE RAÇÕES SANTA MARIA EIRELI | CONTRATO 2264 | R$ 53,51 para R$ 70,18|07.626.509/0001-93 - SAMAJ EMBALAGENS EIRELI | CONTRATO 2385 | R$ 108,67 para R$ 125,34|22.619.361/0001-53 - LOURIVAL BERGER LTDA | CONTRATO 2933 | R$ 42,53 para R$ 59,20"
"2386";"30666441000198 007 SERVICOS";"007 PRESTACAO DE SERVICOS LTDA";;"financeiro";"(27) 3326-1518";"unibox007@hotmail.com";"Ata - Mensal Ponto Web";"ATIVO";"Ponto Secullum";"15/12/2023";"15/12/2026";"05/11/2024 14:37";"15/12/2026";"Descrição: Contrato de manutenção de sistema de ponto.|Renovação do contrato 400.|- Locação mensal do Ponto Secullum 4 com Módulo Web Nuvem.|- Serviço de apoio e suporte remoto.|- 01 (uma) visita técnica anual.||LINHA DO TEMPO|19/01/2026- Renovação de contrato - Deflação.|13/01/2025- Renovação de contrato pelo IGPM 6,53% passando de 219,83 para 234,20"
"2780";"09299387000101_AGROMAIS";"AGROMAIS PRODUTOS VETERINARIOS EIRELI";;"financeiro";"27-3732-3848";"comercialwgmf@gmail.com";"Ata - Anual Ponto Offline sem Nuvem";"ATIVO";"Ponto Secullum Anual";"25/09/2024";"25/09/2025";"05/11/2024 14:37";"25/09/2025";"Descrição: Contrato de manutenção de sistema de ponto.|+ Licença Anual do Ponto Secullum Offline sem Módulo Web Nuvem|+ Serviço técnico de apoio e suporte remoto.||09/2024: Reajustado no IGP-M 4,26%"
"2298";"18055252000183-AUTENTICA CONTA";"AUTENTICA CONTABILIDADE & CONSULTORIA LTDA";;"finaneiro";"(27) 3080-1165";"financeiro@autenticaconsultores.com.brsilvaney@autenticaconsultores.com.brnfs@atasistemas.com.br";"Mensal Ponto Web";"ATIVO";"Ponto Secullum";"30/11/2023";"30/11/2026";"05/11/2024 14:26";"30/11/2026";"Item: CONTRATO DE MANUTENÇÃO DE SISTEMA DE PONTO|*05/01/2024 - Upgrade no software Ponto Secullum Web. Adicional de + 10 funcionários, passando de 30 para 40 funcionários ativos. Acréscimo de R$ 40,00, passando de R$ 239,00 para R$ 279,00 mensais.||LINHA DO TEMPO|04/12/2025- REAJUSTE DE CONTRATO IGPM (-0,1020%) - PERMANECERA O MESMO VALOR R$286,39|05/12/2024 - REAJUSTE DE CONTRATO PELO IGPM 6,32% PASSANDO DE 279,00 PARA 286,39.|O cliente realizou a migração do Secullum Ponto 4 CONTRATO (1660) para o Ponto Web contrato atual.||Licença Ponto Secullum Web - Licença Mensal do Software Web de Gerenciamento de Ponto Secullum ( Até 30 funcionários ) + Aplicativo para smartphone (Android e iOS) + Suporte Remoto Total"
"2368";"42743869000176_B2MED";"B2MED LTDA";;"RENATO";"2734214800";"financeiro@vitalsystems.com.bradm@b2med.netnfs@atasistemas.com.br";"Ata - Mensal Ponto Web";"ATIVO";"Ponto Secullum";"24/11/2023";"24/11/2026";"05/11/2024 14:52";"24/11/2026";"Produto: Contrato de Locação e manutenção de Sistema de Ponto|Atualização para o produto Ponto Secullum Web a empresa 11688995000141 — VS - VITAL SYSTEMS LTDA separou entre as duas empresas.|19/01/2026- Renovação de contrato pelo IGPM - Deflação. |15/01/2025 - RENOVAÇÃO DE CONTRATO PELO IGPM 6,53 PASSANDO DE 74,50 PARA 79,37"
"2559";"28165207000135 ALVARES CABRAL";"CLUBE DE NATACAO E REGATAS ALVARES CABRAL";;"Eduardo";"(27) 3134-0101";"gerencia@clubealvarescabral.com.brfinanceiro@clubealvarescabral.com.brnfs@atasistemas.com.br";"R$ 872,79 Mensal | Locação de Equipamentos com Suporte On Site";"ATIVO";"Acesso Locação Equipamento";"13/03/2024";"13/03/2026";"05/11/2024 14:26";"13/03/2026";"Locação Mensal Catraca Topdata Revolution Proximidade|Contrato de Suporte e Manutenção Preventiva e Corretiva|Instalação e configuração da catraca: 08/04/2019| ||Aditivo Contratual firmado em 10/03/2020|- 02 (duas) Catracas Revolution Prox|- Valor de R$ 500,00 para as duas catracas.|04/02/2025: Adicional de 1 (uma) | Catraca Revolution 3 seminova. Adicional de R$ 175,00. Valor passando de R$ 628,78 para R$ 803,78||LINHA DO TEMPO|08/04/2025 - Renovado contrato pelo IGPM 8,58% Passando de 803,78 para 872,79."
"2717";"01856490000195_EDIFICIO LIGHT";"CONDOMINIO DO EDIFICIO LIGHT TOWER";;"financeiro";"(27) 3223-7697";"pennaadmass@gmail.comnfs@atasistemas.com.br";"Contrato Mensal Suporte e Manutenção - On Site";"ATIVO";"Acesso Manutenção";"17/08/2024";"17/08/2026";"05/11/2024 14:26";"17/08/2026";"Descrição: Contato mensal de manutenção de equipamentos de controle de acesso.||RENOVAR NO IGP-M||OBJETO|+ Secullum Acesso.Net até 2000 pessoas e 03 equipamentos|+ Serviço de manutenção preventiva e corretiva (02 catracas e 01 Inner Acesso 2)||VALORES|R$ 293,00 - Serviço de manutenção preventiva e corretiva em 02 catracas Topdata (Pessoas) e 01 Inner Acesso 2 (Veículos)|R$ 318,00 - Licença mensal do Secullum Acesso.Net para até 2000 pessoas e 03 equipamentos.||LINHA DO TEMPO|Renovado contrato pelo IGPM 2,96% passando de 901,56 para 928,29.(26,73)||* 26/11/2024 Upgrade + 2 equipamentos para licença Secullum Acesso.net. Adicional de R$ 70,00 passando de R$ 786,59 para R$ 856,59.|* 09/01/2025 Upgrade + 1 equipamento para licença Secullum Acesso.net. Adicional de R$ 35,00 passando de R$ 856,59 para R$ 901,59."
"2802";"23682766000107_EDF.METRPOLITAN";"CONDOMINIO DO EDIFICIO METROPOLITANO TOWER";;"(27)3441-6150";"(27)99649-5132";"metropolitano.tower.operacional@gmail.comcondominio.metropolitano.tower01@gmail.comnfs@atasistemas.com.br";"Ata - Locação Mensal Acesso com Suporte Remoto";"ATIVO";"Acesso Locação Equipamento";"21/09/2024";"21/09/2026";"05/11/2024 14:52";"21/09/2026";"Descrição: Locação de equipamentos de controle de acesso.|16/08/2024 - Alteração de 02 controladoras passando de Inner 2 para iDFace. Acréscimo de R$ 110,00, passando de R$ 670,00 para o valor mensal de 780,00.|07/10 - Updrade passando de 200 para 400 acessos - Passando de R$ 610,00 para o valor de R$ 670,00.||02 - Totem Pedestal em Aço Carbono Pintura Anticorrosão Azul ( 1,20 x 0,30 x 0,25 M )|02 - Controladora Topdata Inner Acesso 2 ( Biometria LC + Proximidade )|08 - Kit Sensor de Presença Fotocélula ( Acionamento de Saída e Anti-passback)|01 - Licença do Software Secullum Acesso.Net ( +01 Equipamento )|01 - Leitor Biométrico de Balcão - Topdata Padrão LC 3000 Digitais"
"2435";"23682766000107_EDF.METRPOLITAN";"CONDOMINIO DO EDIFICIO METROPOLITANO TOWER";;"(27)3441-6150";"(27)99649-5132";"condominio.metropolitano.tower01@gmail.commetropolitano.tower.operacional@gmail.comnfs@atasistemas.com.br";"Contrato Mensal Suporte e Manutenção - On Site";"ATIVO";"Acesso Manutenção";"02/02/2024";"02/02/2027";"05/11/2024 14:37";"02/02/2027";"Descirção: Licença do software Secullum Acesso. |09/08/2023 - Alteração do contrato removendo os serviços e mantendo somente o licenciamento do software, passando de R$ 722,31 para o valor mensal de R$ 375,00.|Secullum Acesso ( 400 Usuários ativos | 08 Equipamentos )|*** O serviço de manutenção preventiva e corretiva está vinculado apenas ao contrato de locação.||LINHA DO TEMPO|28/01/2026- Reajuste de contarto pelo IGPM (deflação) permanece o mesmo valor.|REAJUSTE DE CONTRATO IGPM 6,74% PASSANDO DE 375,00 PARA 399,52."
